"","id","heatwave_time","machine","anet_420","ci_420","gs_420","vpd_leaf","temperature_leaf","vcmax_tleaf","vcmax_tleaf_se","jmax_tleaf","jmax_tleaf_se","rd_tleaf","rd_tleaf_se","aci_RMSE","aci_ci_transistion","aci_ci_transition_set","aci_km","aci_gammastar","aci_fitmethod","aci_tcorrect","aci_fittpu"
"12383","1","pre_heatwave","stan",19.6517762802859,259.831619811685,0.261869419985695,1.57591829350343,24.9931221704821,88.2266361744191,1.0259350163649,143.729373680692,NA,0.900473147125922,0.184169903342016,3.78758679873179,288.632614888403,NA,709.903101088793,42.7350323633004,"bilinear",FALSE,FALSE
"1","1","post_heatwave","albert",16.7763850988252,277.34149695266,0.263419027432551,2.14107030149153,29.8705871479992,107.781393952196,0.98488099747164,134.615983178517,NA,1.3602354878013,0.121155415689422,4.23026162376721,286.373629344944,NA,1081.47298746631,54.6350283663247,"bilinear",FALSE,FALSE
"1521","102","pre_heatwave","albert",15.2762019655665,314.306838380483,0.325898561419361,1.01059562570054,27.955966787838,76.3528703495973,0.74387000572517,118.441015058243,NA,1.5129947007808,0.131420942974907,2.02637888366367,367.517237487488,NA,916.782834127843,49.6596247553585,"bilinear",FALSE,FALSE
"6591","102","post_heatwave","ozzie",15.2101655833124,314.428861853366,0.354973093313984,1.94352587347189,28.0902591121219,68.4202126545805,0.714833778634162,95.2733038608319,NA,0.146413875998156,0.109117079896702,3.12567753101953,310.117895925816,NA,927.573855922496,49.9969271031373,"bilinear",FALSE,FALSE
"8586","105","pre_heatwave","ozzie",10.0435109815886,271.108213079181,0.134367736508952,2.03929732040852,27.8630764537952,56.8715169139672,0.813511137190372,83.9388867674097,NA,0.639855925148432,0.132248287637825,2.77752556540637,344.781976193782,NA,909.462664549184,49.4285940651821,"bilinear",FALSE,FALSE
"96","105","post_heatwave","albert",13.0148275192204,289.189909743627,0.21408367905712,1.92999983172542,28.3506934681786,74.8473059751479,0.700671655586087,115.314561491338,NA,1.80001958680277,0.11763279938218,2.11839589583649,379.020007622109,NA,948.558475557349,50.6519720657634,"bilinear",FALSE,FALSE
"12478","11","pre_heatwave","stan",13.321992588195,274.321254409089,0.191503315860918,2.02664482480755,29.1342837493285,78.9597697511494,0.887438219684291,115.478780279792,NA,0.326884977628509,0.131662007498866,2.21867483283594,370.377412345036,NA,1014.91509777728,52.6728119384747,"bilinear",FALSE,FALSE
"191","11","post_heatwave","albert",10.6963532130731,327.137372845086,0.267163998792944,1.65079516219863,25.9699109394324,42.7817775785461,0.549685920143094,59.0762077370713,NA,0.705474341606745,0.0627027341162964,8.74599767646458,255.001979514388,NA,772.479912375386,44.9210542102263,"bilinear",FALSE,FALSE
"1616","110","pre_heatwave","albert",11.1949521201749,328.428560853232,0.266975318395068,0.970457554951949,27.7886772507564,52.8638676291823,0.349118997878535,84.5460357673642,NA,1.11926260623573,0.0664555218534354,1.06517724096784,401.597417694539,NA,903.658664686795,49.2444982265929,"bilinear",FALSE,FALSE
"10673","110","post_heatwave","stan",17.0759162157501,314.263250960916,0.405508761919121,1.57730584123181,25.8017577369638,72.2386932887345,0.512188262099584,109.004287356219,NA,0.877503496917836,0.0798729030160145,2.81926478932086,282.307653522223,NA,761.245520827364,44.5365255288192,"bilinear",FALSE,FALSE
